rank,selected,objective_profile,objective_score,d_model,n_layers,n_heads,d_head,n_kv_heads,ffn_dim,weight_prec,ffn_prec,activation_prec,kv_bits,active_params_B,total_params_B,architecture_family,attention_type,mla_kv_latent,mla_q_latent,nsa_select_top_k,nsa_window,csa_block,csa_top_k,csa_dim,indexshare_buckets,indexshare_top_k,indexshare_dim,msa_window,msa_dilated_top_k,msa_global_top_k,yoco_self_attn_layers,yoco_share_pattern,cp,cp_method,rope_method,rope_factor,mtp_depth,tp,pp,dp,state_layers,attention_layers,placement_strategy,local_attn_layers,local_window,moe_style,n_experts,top_k,expert_dim,ep,vocab_size,predicted_loss,loss_ci_low,loss_ci_high,uncertainty_total_pct,training_tps,training_tps_per_gpu,serving_tbt_ms,serving_ttft_ms,training_memory_gb,memory_gb,confidence
1208,False,serving_cost,21.04929839,14848,10,232,64,116,39552,fp8,fp8,bf16,4,28.040923,28.040923,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,10,none,0,0,dense,0,0,0,1,128256,2.6609,2.3264,2.9954,12.57,11127,11127,244.6,23850.4,58.7,1146.9,low
1209,False,serving_cost,21.06027435,7168,58,56,192,56,19072,bf16,bf16,bf16,8,30.868419,30.868419,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,58,none,0,0,dense,0,0,0,1,128256,1.9168,1.7619,2.0717,8.08,3765,3765,182.1,77232.1,67.7,838.5,medium
1210,False,serving_cost,21.09774018,7168,58,56,192,56,19072,bf16,bf16,bf16,8,32.699757,32.699757,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,58,none,0,0,dense,0,0,0,1,256000,1.9093,1.7550,2.0635,8.08,3765,3765,182.2,77273.1,71.1,841.9,medium
1211,False,serving_cost,21.15810012,9216,32,72,128,8,24576,bf16,fp8,bf16,8,30.147674,30.147674,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,32,none,0,0,dense,0,0,0,1,128256,1.9781,1.8179,2.1382,8.10,7942,7942,242.9,32632.5,62.0,987.2,medium
1212,False,serving_cost,21.16736641,8192,49,32,192,32,21888,bf16,fp8,bf16,16,30.592483,30.592483,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,49,none,0,0,dense,0,0,0,1,65536,1.9649,1.8061,2.1237,8.08,6943,6943,235.3,38825.7,61.8,956.9,medium
1213,False,serving_cost,21.24414454,6144,69,48,128,24,16384,fp8,fp8,bf16,8,31.797866,31.797866,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,69,none,0,0,dense,0,0,0,1,256000,1.9648,1.8038,2.1258,8.20,25175,6294,296.7,10667.7,15.3,569.1,medium
1214,False,serving_cost,21.31879294,7680,42,120,192,120,20480,fp8,fp8,bf16,8,31.533619,31.533619,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,42,none,0,0,dense,0,0,0,1,256000,1.9652,1.8029,2.1274,8.26,4582,4582,144.2,108155.5,61.2,752.7,medium
1215,False,serving_cost,21.40558146,11264,21,176,64,44,30080,bf16,bf16,bf16,4,28.728179,28.728179,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,21,none,0,0,dense,0,0,0,1,32000,2.2242,2.0297,2.4186,8.74,5261,5261,232.8,40003.9,65.3,1039.8,low
1216,False,serving_cost,21.43985429,7680,43,120,192,120,20480,fp8,fp8,bf16,4,32.190797,32.190797,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,43,none,0,0,dense,0,0,0,1,256000,1.9837,1.8155,2.1519,8.48,4475,4475,145.5,109779.6,62.4,711.8,medium
1217,False,serving_cost,21.47881399,7168,59,56,192,56,19072,bf16,bf16,bf16,8,33.200269,33.200269,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,59,none,0,0,dense,0,0,0,1,256000,1.9089,1.7546,2.0631,8.08,3701,3701,185.7,78684.7,72.1,848.7,medium
1218,False,serving_cost,21.49286595,7168,47,112,192,112,19072,fp8,fp8,bf16,4,30.730177,30.730177,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,47,none,0,0,dense,0,0,0,1,256000,1.9795,1.8117,2.1473,8.48,4497,4497,145.6,111128.8,59.6,689.4,medium
1219,False,serving_cost,21.53991904,7680,41,120,192,120,20480,bf16,fp8,bf16,4,30.876442,30.876442,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,41,none,0,0,dense,0,0,0,1,256000,1.9450,1.7831,2.1070,8.33,4134,4134,152.9,106080.4,62.8,709.8,medium
1220,False,serving_cost,21.60694691,8192,44,32,192,32,21888,bf16,bf16,bf16,16,30.700929,30.700929,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,44,none,0,0,dense,0,0,0,1,256000,1.9194,1.7645,2.0743,8.07,5008,5008,243.6,38451.3,67.8,935.7,medium
1221,False,serving_cost,21.64339560,8192,44,64,192,64,21888,fp8,fp8,bf16,16,30.684152,30.684152,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,44,none,0,0,dense,0,0,0,1,128256,1.9703,1.8079,2.1327,8.24,6148,6148,207.4,64158.0,60.6,907.1,medium
1222,False,serving_cost,21.73961603,6144,75,48,192,48,16384,bf16,fp8,bf16,8,31.133798,31.133798,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,75,none,0,0,dense,0,0,0,1,256000,1.9345,1.7777,2.0914,8.11,4983,4983,189.1,80456.3,62.2,813.3,medium
1223,False,serving_cost,21.93666027,7680,41,120,192,120,20480,bf16,fp8,bf16,8,30.876442,30.876442,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,41,none,0,0,dense,0,0,0,1,256000,1.9243,1.7684,2.0801,8.10,4134,4134,155.3,107109.9,62.8,755.9,medium
1224,False,serving_cost,21.96078846,7168,47,112,192,112,19072,fp8,fp8,bf16,8,30.730177,30.730177,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,47,none,0,0,dense,0,0,0,1,256000,1.9587,1.7970,2.1203,8.25,4497,4497,148.5,112431.4,59.6,742.3,medium
1225,False,serving_cost,21.97419226,7168,48,112,192,112,19072,fp8,fp8,bf16,4,31.305925,31.305925,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,48,none,0,0,dense,0,0,0,1,256000,1.9781,1.8104,2.1458,8.48,4403,4403,149.1,113642.6,60.6,695.1,medium
1226,False,serving_cost,22.02318504,6144,71,48,128,24,16384,fp8,fp8,bf16,8,31.058645,31.058645,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,71,none,0,0,dense,0,0,0,1,128256,1.9733,1.8116,2.1351,8.20,24468,6117,307.8,11021.5,15.0,582.3,medium
1227,False,serving_cost,22.08885441,7680,42,120,192,120,20480,bf16,fp8,bf16,4,31.533619,31.533619,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,42,none,0,0,dense,0,0,0,1,256000,1.9425,1.7808,2.1043,8.33,4035,4035,157.0,108821.0,63.9,716.4,medium
1228,False,serving_cost,22.11881241,8192,45,32,192,32,21888,bf16,bf16,bf16,16,31.303352,31.303352,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,45,none,0,0,dense,0,0,0,1,256000,1.9174,1.7627,2.0721,8.07,4896,4896,249.7,39370.6,69.0,946.1,medium
1229,False,serving_cost,22.39556155,8192,44,64,192,64,21888,bf16,fp8,bf16,16,30.684152,30.684152,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,44,none,0,0,dense,0,0,0,1,128256,1.9269,1.7712,2.0827,8.08,5519,5519,217.3,65172.6,62.3,913.6,medium
1230,False,serving_cost,22.43916778,7680,45,120,192,120,20480,fp8,fp8,bf16,4,30.579625,30.579625,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,45,none,0,0,dense,0,0,0,1,65536,2.0302,1.8581,2.2023,8.48,4277,4277,152.8,115123.0,59.9,721.6,low
1231,False,serving_cost,22.45323673,7168,48,112,192,112,19072,fp8,fp8,bf16,8,31.305925,31.305925,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,48,none,0,0,dense,0,0,0,1,256000,1.9573,1.7958,2.1189,8.25,4403,4403,152.0,114977.7,60.6,749.1,medium
1232,False,serving_cost,22.45602388,7168,49,112,192,112,19072,fp8,fp8,bf16,4,31.881673,31.881673,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,49,none,0,0,dense,0,0,0,1,256000,1.9769,1.8093,2.1445,8.48,4313,4313,152.5,116159.0,61.6,700.8,medium
1233,False,serving_cost,22.47071445,11264,18,88,128,8,30080,bf16,bf16,bf16,16,29.046747,29.046747,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,18,none,0,0,dense,0,0,0,1,256000,2.1603,1.9719,2.3486,8.72,6690,6690,268.8,26030.8,65.4,1067.5,medium
1234,False,serving_cost,22.49656810,7680,42,120,192,120,20480,bf16,fp8,bf16,8,31.533619,31.533619,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,42,none,0,0,dense,0,0,0,1,256000,1.9218,1.7661,2.0774,8.10,4035,4035,159.5,109880.7,63.9,763.6,medium
1235,False,serving_cost,22.63116478,8192,46,32,192,32,21888,bf16,bf16,bf16,16,31.905776,31.905776,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,46,none,0,0,dense,0,0,0,1,256000,1.9155,1.7610,2.0701,8.07,4790,4790,255.7,40290.7,70.2,956.5,medium
1236,False,serving_cost,22.63844285,7680,43,120,192,120,20480,bf16,fp8,bf16,4,32.190797,32.190797,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,43,none,0,0,dense,0,0,0,1,256000,1.9403,1.7787,2.1018,8.33,3942,3942,161.1,111564.9,65.1,722.9,medium
1237,False,serving_cost,22.65432325,7168,47,112,192,112,19072,bf16,fp8,bf16,4,30.730177,30.730177,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,47,none,0,0,dense,0,0,0,1,256000,1.9360,1.7749,2.0972,8.32,3971,3971,160.7,112873.9,62.3,700.1,medium
1238,False,serving_cost,22.87215858,7680,45,120,192,120,20480,fp8,fp8,bf16,8,30.579625,30.579625,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,45,none,0,0,dense,0,0,0,1,65536,2.0095,1.8436,2.1753,8.25,4277,4277,155.4,116300.9,59.9,772.2,medium
1239,False,serving_cost,22.90265911,8192,37,32,256,8,21888,fp8,fp8,bf16,4,30.305501,30.305501,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,37,none,0,0,dense,0,0,0,1,256000,2.0137,1.8437,2.1838,8.44,8822,8822,262.4,38431.7,59.5,969.5,low
1240,False,serving_cost,22.90940892,7168,50,112,192,112,19072,fp8,fp8,bf16,4,30.626083,30.626083,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,50,none,0,0,dense,0,0,0,1,128256,1.9832,1.8151,2.1513,8.48,4227,4227,155.8,118632.1,59.6,704.8,medium
1241,False,serving_cost,22.93834797,7168,50,112,192,112,19072,fp8,fp8,bf16,4,32.457421,32.457421,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,50,none,0,0,dense,0,0,0,1,256000,1.9757,1.8083,2.1432,8.48,4227,4227,155.9,118678.1,62.6,706.5,medium
1242,False,serving_cost,22.94618775,7168,49,112,192,112,19072,fp8,fp8,bf16,8,31.881673,31.881673,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,49,none,0,0,dense,0,0,0,1,256000,1.9561,1.7947,2.1176,8.25,4313,4313,155.5,117526.6,61.6,755.9,medium
1243,False,serving_cost,22.96768024,8192,45,64,192,64,21888,bf16,fp8,bf16,16,33.426719,33.426719,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,45,none,0,0,dense,0,0,0,1,256000,1.9175,1.7625,2.0725,8.08,5396,5396,222.9,66768.1,67.3,927.5,medium
1244,False,serving_cost,23.00828978,6656,55,104,192,104,17792,fp8,fp8,bf16,4,31.031537,31.031537,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,55,none,0,0,dense,0,0,0,1,256000,1.9773,1.8097,2.1449,8.48,4241,4241,155.9,120299.3,59.9,684.4,medium
1245,False,serving_cost,23.05713138,7680,43,120,192,120,20480,bf16,fp8,bf16,8,32.190797,32.190797,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,43,none,0,0,dense,0,0,0,1,256000,1.9195,1.7641,2.0750,8.10,3942,3942,163.7,112654.7,65.1,771.3,medium
1246,False,serving_cost,23.13241013,7168,47,112,192,112,19072,bf16,fp8,bf16,8,30.730177,30.730177,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,47,none,0,0,dense,0,0,0,1,256000,1.9152,1.7602,2.0703,8.10,3971,3971,163.7,114155.2,62.3,753.0,medium
1247,False,serving_cost,23.14398856,8192,47,32,192,32,21888,bf16,bf16,bf16,16,32.508199,32.508199,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,47,none,0,0,dense,0,0,0,1,256000,1.9138,1.7594,2.0682,8.07,4688,4688,261.8,41211.6,71.4,966.8,medium
1248,False,serving_cost,23.16229827,7168,48,112,192,112,19072,bf16,fp8,bf16,4,31.305925,31.305925,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,48,none,0,0,dense,0,0,0,1,256000,1.9347,1.7737,2.0957,8.32,3888,3888,164.5,115426.2,63.3,706.0,medium
1249,False,serving_cost,23.16934678,6144,72,48,128,8,16384,fp8,fp8,bf16,4,31.231672,31.231672,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,72,none,0,0,dense,0,0,0,1,256000,1.9909,1.8232,2.1586,8.42,7836,7836,258.9,45239.2,60.3,916.4,medium
1250,False,serving_cost,23.21895825,7680,41,120,192,120,20480,bf16,bf16,bf16,4,30.876442,30.876442,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,41,none,0,0,dense,0,0,0,1,256000,1.9413,1.7799,2.1026,8.31,3341,3341,173.3,109384.4,67.3,727.8,medium
1251,False,serving_cost,23.31579974,14336,11,112,128,28,38272,bf16,bf16,bf16,8,27.43552,27.43552,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,11,none,0,0,dense,0,0,0,1,128256,2.4989,2.2165,2.7812,11.30,6812,6812,281.3,22119.9,63.9,1178.6,medium
1252,False,serving_cost,23.41222800,7168,50,112,192,112,19072,fp8,fp8,bf16,8,30.626083,30.626083,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,50,none,0,0,dense,0,0,0,1,128256,1.9625,1.8005,2.1244,8.25,4227,4227,158.9,120038.8,59.6,761.0,medium
1253,False,serving_cost,23.42115220,7168,51,112,192,112,19072,fp8,fp8,bf16,4,33.033169,33.033169,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,51,none,0,0,dense,0,0,0,1,256000,1.9747,1.8073,2.1421,8.48,4144,4144,159.4,121199.7,63.6,712.1,medium
1254,False,serving_cost,23.42562246,14336,12,112,128,28,38272,fp8,fp8,bf16,8,27.797045,27.797045,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,12,none,0,0,dense,0,0,0,1,65536,2.5336,2.2562,2.8110,10.95,11095,11095,285.0,20385.3,58.4,1197.9,low
1255,False,serving_cost,23.45221069,6656,56,104,192,104,17792,fp8,fp8,bf16,4,31.533785,31.533785,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,56,none,0,0,dense,0,0,0,1,256000,1.9769,1.8093,2.1444,8.48,4166,4166,159.0,122632.6,60.7,689.5,medium
1256,False,serving_cost,23.58454751,6656,55,104,192,104,17792,fp8,fp8,bf16,8,31.031537,31.031537,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,55,none,0,0,dense,0,0,0,1,256000,1.9566,1.7951,2.1180,8.25,4241,4241,159.4,121954.8,59.9,746.3,medium
1257,False,serving_cost,23.60129340,15360,11,120,128,15,40960,bf16,fp8,bf16,16,27.58444,27.58444,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,11,none,0,0,dense,0,0,0,1,32000,2.6212,2.3150,2.9274,11.68,9319,9319,284.2,21100.1,60.3,1240.0,low
1258,False,serving_cost,23.62509131,7680,41,120,192,120,20480,bf16,bf16,bf16,8,30.876442,30.876442,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,41,none,0,0,dense,0,0,0,1,256000,1.9205,1.7652,2.0757,8.08,3341,3341,175.9,110391.7,67.3,773.9,medium
1259,False,serving_cost,23.64989671,14848,11,232,64,116,39552,bf16,fp8,bf16,4,27.605728,27.605728,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,11,none,0,0,dense,0,0,0,1,32000,2.6427,2.3292,2.9562,11.86,8439,8439,277.5,27379.4,60.2,1201.1,low
1260,False,serving_cost,23.65170672,7168,48,112,192,112,19072,bf16,fp8,bf16,8,31.305925,31.305925,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,48,none,0,0,dense,0,0,0,1,256000,1.9139,1.7590,2.0689,8.10,3888,3888,167.6,116739.2,63.3,760.0,medium
1261,False,serving_cost,23.65726902,8192,48,32,192,32,21888,bf16,bf16,bf16,16,33.110622,33.110622,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,48,none,0,0,dense,0,0,0,1,256000,1.9122,1.7579,2.0664,8.07,4590,4590,267.9,42133.3,72.6,977.1,medium
1262,False,serving_cost,23.67081869,7168,49,112,192,112,19072,bf16,fp8,bf16,4,31.881673,31.881673,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,49,none,0,0,dense,0,0,0,1,256000,1.9335,1.7725,2.0944,8.32,3809,3809,168.3,117981.1,64.3,711.8,medium
1263,False,serving_cost,23.67205014,7680,45,120,192,120,20480,bf16,fp8,bf16,4,30.579625,30.579625,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,45,none,0,0,dense,0,0,0,1,65536,1.9868,1.8214,2.1522,8.33,3767,3767,169.0,116928.8,62.1,730.3,medium
1264,False,serving_cost,23.81281996,7680,42,120,192,120,20480,bf16,bf16,bf16,4,31.533619,31.533619,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,42,none,0,0,dense,0,0,0,1,256000,1.9388,1.7776,2.0999,8.31,3261,3261,177.9,112212.3,68.6,734.8,medium
1265,False,serving_cost,23.89654898,6656,57,104,192,104,17792,fp8,fp8,bf16,4,32.036034,32.036034,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,57,none,0,0,dense,0,0,0,1,256000,1.9765,1.8089,2.1440,8.48,4093,4093,162.2,124968.1,61.6,694.6,medium
1266,False,serving_cost,24.00921932,9216,28,144,64,144,24576,bf16,fp8,bf16,16,29.74652,29.74652,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,28,none,0,0,dense,0,0,0,1,65536,2.0457,1.8792,2.2123,8.14,42059,5257,347.0,5115.6,7.7,592.3,medium
1267,False,serving_cost,24.03989895,6656,56,104,192,104,17792,fp8,fp8,bf16,8,31.533785,31.533785,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,56,none,0,0,dense,0,0,0,1,256000,1.9561,1.7947,2.1175,8.25,4166,4166,162.7,124322.1,60.7,752.5,medium
1268,False,serving_cost,24.11309572,8192,49,32,192,32,21888,bf16,bf16,bf16,16,30.592483,30.592483,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,49,none,0,0,dense,0,0,0,1,65536,1.9611,1.8029,2.1193,8.07,4498,4498,273.7,43028.0,68.0,981.5,medium
1269,False,serving_cost,24.11684259,7680,45,120,192,120,20480,bf16,fp8,bf16,8,30.579625,30.579625,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,45,none,0,0,dense,0,0,0,1,65536,1.9661,1.8069,2.1253,8.10,3767,3767,171.8,118095.6,62.1,780.9,medium
1270,False,serving_cost,24.13412644,7168,50,112,192,112,19072,bf16,fp8,bf16,4,30.626083,30.626083,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,50,none,0,0,dense,0,0,0,1,128256,1.9398,1.7784,2.1013,8.32,3733,3733,171.8,120448.3,62.0,714.2,medium
1271,False,serving_cost,24.14450942,7680,41,120,192,120,20480,fp8,fp8,bf16,16,30.876442,30.876442,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,41,none,0,0,dense,0,0,0,1,256000,1.9658,1.8038,2.1278,8.24,4694,4694,185.8,107173.3,60.1,837.4,medium
1272,False,serving_cost,24.14800356,6656,55,104,192,104,17792,bf16,fp8,bf16,4,31.031537,31.031537,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,55,none,0,0,dense,0,0,0,1,256000,1.9339,1.7729,2.0949,8.32,3759,3759,170.5,122113.8,62.5,695.1,medium
1273,False,serving_cost,24.17154383,7168,49,112,192,112,19072,bf16,fp8,bf16,8,31.881673,31.881673,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,49,none,0,0,dense,0,0,0,1,256000,1.9127,1.7579,2.0676,8.10,3809,3809,171.5,119325.9,64.3,766.9,medium
1274,False,serving_cost,24.17987047,7168,50,112,192,112,19072,bf16,fp8,bf16,4,32.457421,32.457421,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,50,none,0,0,dense,0,0,0,1,256000,1.9324,1.7715,2.0932,8.32,3733,3733,172.1,120538.8,65.4,717.6,medium
1275,False,serving_cost,24.23000938,7680,42,120,192,120,20480,bf16,bf16,bf16,8,31.533619,31.533619,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,42,none,0,0,dense,0,0,0,1,256000,1.9180,1.7630,2.0730,8.08,3261,3261,180.6,113248.3,68.6,782.1,medium
1276,False,serving_cost,24.26506206,7168,55,56,192,56,19072,fp8,fp8,bf16,16,31.198218,31.198218,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,55,none,0,0,dense,0,0,0,1,256000,1.9561,1.7949,2.1172,8.24,6014,6014,239.7,69628.8,60.8,915.9,medium
1277,False,serving_cost,24.32345824,8192,38,32,256,4,21888,bf16,fp8,bf16,8,30.373675,30.373675,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,38,none,0,0,dense,0,0,0,1,256000,1.9492,1.7920,2.1063,8.06,7682,7682,280.7,40290.6,62.0,992.1,medium
1278,False,serving_cost,24.33181721,7168,47,112,192,112,19072,bf16,bf16,bf16,4,30.730177,30.730177,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,47,none,0,0,dense,0,0,0,1,256000,1.9322,1.7717,2.0928,8.31,3235,3235,181.0,116202.3,66.7,718.0,medium
1279,False,serving_cost,24.34129519,6656,58,104,192,104,17792,fp8,fp8,bf16,4,32.538282,32.538282,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,58,none,0,0,dense,0,0,0,1,256000,1.9761,1.8086,2.1437,8.48,4022,4022,165.3,127305.7,62.5,699.6,medium
1280,False,serving_cost,24.49565813,6656,57,104,192,104,17792,fp8,fp8,bf16,8,32.036034,32.036034,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,57,none,0,0,dense,0,0,0,1,256000,1.9557,1.7943,2.1171,8.25,4093,4093,165.9,126691.6,61.6,758.7,medium
1281,False,serving_cost,24.61433695,6656,56,104,192,104,17792,bf16,fp8,bf16,4,31.533785,31.533785,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,56,none,0,0,dense,0,0,0,1,256000,1.9335,1.7725,2.0944,8.32,3691,3691,173.9,124481.2,63.4,700.3,medium
