rank,selected,objective_profile,objective_score,d_model,n_layers,n_heads,d_head,n_kv_heads,ffn_dim,weight_prec,ffn_prec,activation_prec,kv_bits,active_params_B,total_params_B,architecture_family,attention_type,mla_kv_latent,mla_q_latent,nsa_select_top_k,nsa_window,csa_block,csa_top_k,csa_dim,indexshare_buckets,indexshare_top_k,indexshare_dim,msa_window,msa_dilated_top_k,msa_global_top_k,yoco_self_attn_layers,yoco_share_pattern,cp,cp_method,rope_method,rope_factor,mtp_depth,tp,pp,dp,state_layers,attention_layers,placement_strategy,local_attn_layers,local_window,moe_style,n_experts,top_k,expert_dim,ep,vocab_size,predicted_loss,loss_ci_low,loss_ci_high,uncertainty_total_pct,training_tps,training_tps_per_gpu,serving_tbt_ms,serving_ttft_ms,training_memory_gb,memory_gb,confidence
870,False,serving_cost,11.02152587,13824,10,216,192,216,36864,fp8,fp8,bf16,16,27.40055,27.40055,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,10,none,0,0,dense,0,0,0,1,256000,2.5878,2.2807,2.8950,11.87,8239,8239,65.9,48644.3,56.7,844.0,low
871,False,serving_cost,11.03711293,14336,14,112,192,112,38272,fp8,fp8,bf16,16,27.931058,27.931058,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,14,none,0,0,dense,0,0,0,1,32000,2.4930,2.2373,2.7487,10.26,7977,7977,77.4,37848.6,59.1,956.1,low
872,False,serving_cost,11.06306864,7168,57,56,192,56,19456,fp8,fp8,bf16,16,30.838585,30.838585,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,57,none,0,0,dense,0,0,0,1,128256,1.9616,1.8000,2.1232,8.24,29849,3731,152.8,7907.3,7.5,340.9,medium
873,False,serving_cost,11.06796431,10240,31,40,192,40,27264,fp8,fp8,bf16,8,30.130811,30.130811,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,31,none,0,0,dense,0,0,0,1,65536,2.0777,1.9046,2.2508,8.33,8245,8245,94.0,30754.5,61.1,863.2,low
874,False,serving_cost,11.06842530,7168,53,112,192,16,19456,bf16,bf16,bf16,8,34.336053,787.775658,moe,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,53,none,0,0,fine,384,8,1792,8,256000,1.8800,1.7278,2.0323,8.10,11131,1391,63.9,13119.1,184.7,224.9,medium
875,False,serving_cost,11.13772050,7680,47,120,64,1,20480,fp8,fp8,bf16,16,31.700813,31.700813,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,47,none,0,0,dense,0,0,0,1,256000,2.0255,1.8520,2.1990,8.57,7450,7450,72.4,50342.3,61.8,727.9,medium
876,False,serving_cost,11.16876136,7168,59,56,128,1,19072,fp8,fp8,bf16,8,30.828063,30.828063,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,59,none,0,0,dense,0,0,0,1,32000,2.0850,1.9082,2.2619,8.48,7603,7603,83.9,42532.4,60.5,741.9,low
877,False,serving_cost,11.17225799,8192,46,32,192,32,21888,bf16,fp8,bf16,4,31.905776,31.905776,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,46,none,0,0,dense,0,0,0,1,256000,1.9419,1.7802,2.1037,8.33,7394,7394,92.6,35516.2,64.5,778.2,medium
878,False,serving_cost,11.17902902,7168,60,56,128,1,19072,fp8,fp8,bf16,4,31.823569,31.823569,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,60,none,0,0,dense,0,0,0,1,65536,2.0629,1.8834,2.2423,8.70,7476,7476,84.4,43027.7,62.1,717.4,low
879,False,serving_cost,11.20393669,7168,55,56,128,8,18944,bf16,bf16,bf16,16,32.53548,32.53548,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,55,none,0,0,dense,0,0,0,1,256000,1.9032,1.7509,2.0555,8.00,17237,4309,149.3,9973.5,17.6,395.0,medium
880,False,serving_cost,11.21182772,7168,57,56,192,56,19456,bf16,fp8,bf16,16,30.838585,30.838585,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,57,none,0,0,dense,0,0,0,1,128256,1.9182,1.7632,2.0732,8.08,26192,3274,154.9,8107.3,7.7,341.8,medium
881,False,serving_cost,11.23241130,7168,56,56,192,56,19456,bf16,bf16,bf16,16,32.161153,32.161153,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,56,none,0,0,dense,0,0,0,1,256000,1.9074,1.7536,2.0612,8.06,21629,2704,154.8,8312.4,8.7,339.9,medium
882,False,serving_cost,11.25920852,10240,30,40,192,40,27264,bf16,fp8,bf16,8,33.102848,33.102848,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,30,none,0,0,dense,0,0,0,1,256000,2.0025,1.8383,2.1668,8.20,7830,7830,97.3,30301.3,67.7,863.9,medium
883,False,serving_cost,11.32826999,14848,12,232,64,8,39552,fp8,fp8,bf16,16,27.565847,27.565847,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,12,none,0,0,dense,0,0,0,1,32000,2.6321,2.3235,2.9407,11.72,9886,9886,95.0,27801.9,58.5,987.5,low
884,False,serving_cost,11.33805724,7168,57,56,128,1,19072,bf16,fp8,bf16,4,33.009859,33.009859,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,57,none,0,0,dense,0,0,0,1,256000,1.9691,1.8007,2.1375,8.55,6981,6981,88.9,41680.0,66.1,715.0,medium
885,False,serving_cost,11.34132118,14336,10,112,128,112,37888,bf16,bf16,bf16,16,28.19335,28.19335,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,10,none,0,0,dense,0,0,0,1,128256,2.5622,2.2557,2.8687,11.96,45878,5735,161.2,2467.6,8.1,386.8,medium
886,False,serving_cost,11.35065352,15360,12,120,192,120,40960,bf16,bf16,bf16,4,27.466506,27.466506,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,12,none,0,0,dense,0,0,0,1,32000,2.5871,2.2930,2.8811,11.37,4929,4929,79.2,39372.1,65.2,960.4,low
887,False,serving_cost,11.37367007,10240,26,80,192,80,27264,fp8,fp8,bf16,4,31.194358,31.194358,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,26,none,0,0,dense,0,0,0,1,256000,2.1080,1.9251,2.2910,8.68,7392,7392,77.6,47339.1,62.2,786.2,low
888,False,serving_cost,11.37757327,8192,49,32,192,32,21888,fp8,fp8,bf16,4,30.592483,30.592483,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,49,none,0,0,dense,0,0,0,1,65536,2.0309,1.8587,2.2031,8.48,7553,7553,92.8,37292.9,60.9,787.6,low
889,False,serving_cost,11.39183456,8192,40,64,128,4,21888,fp8,fp8,bf16,4,31.415992,31.415992,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,40,none,0,0,dense,0,0,0,1,256000,2.0029,1.8340,2.1719,8.44,8938,8938,99.2,33692.0,61.5,770.0,medium
890,False,serving_cost,11.39962254,11264,22,88,192,88,30080,bf16,fp8,bf16,4,29.391426,29.391426,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,22,none,0,0,dense,0,0,0,1,128256,2.1157,1.9320,2.2993,8.68,6693,6693,78.9,45559.1,61.5,823.4,low
891,False,serving_cost,11.40928232,15360,12,120,192,120,40960,bf16,bf16,bf16,8,27.466506,27.466506,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,12,none,0,0,dense,0,0,0,1,32000,2.5663,2.2788,2.8537,11.20,4929,4929,79.4,39433.5,65.2,973.9,low
892,False,serving_cost,11.41449934,8192,47,32,192,32,21888,bf16,fp8,bf16,4,32.508199,32.508199,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,47,none,0,0,dense,0,0,0,1,256000,1.9402,1.7786,2.1017,8.33,7236,7236,94.8,36326.2,65.5,784.6,medium
893,False,serving_cost,11.42956249,7168,58,56,128,8,18944,bf16,fp8,bf16,16,32.278622,32.278622,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,58,none,0,0,dense,0,0,0,1,128256,1.9135,1.7601,2.0669,8.02,22145,5536,152.6,9874.2,16.2,404.2,medium
894,False,serving_cost,11.43091195,7168,53,112,64,1,19072,fp8,fp8,bf16,16,30.902295,30.902295,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,53,none,0,0,dense,0,0,0,1,256000,2.0211,1.8483,2.1939,8.55,7352,7352,74.5,52539.6,60.2,713.5,medium
895,False,serving_cost,11.48499701,14336,12,112,128,14,38272,bf16,bf16,bf16,4,28.97879,28.97879,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,12,none,0,0,dense,0,0,0,1,128256,2.4660,2.1952,2.7367,10.98,6378,6378,104.4,23482.4,67.0,974.0,low
896,False,serving_cost,11.48735312,10240,25,80,192,80,27264,bf16,fp8,bf16,4,30.196224,30.196224,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,25,none,0,0,dense,0,0,0,1,256000,2.0778,1.8998,2.2558,8.57,6869,6869,81.1,46301.7,62.6,784.9,low
897,False,serving_cost,11.49500260,7168,56,56,128,8,18944,bf16,bf16,bf16,16,33.060307,33.060307,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,56,none,0,0,dense,0,0,0,1,256000,1.9026,1.7504,2.0549,8.00,16929,4232,153.2,10193.3,17.9,400.2,medium
898,False,serving_cost,11.51687348,7168,57,56,128,1,19072,bf16,fp8,bf16,8,33.009859,33.009859,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,57,none,0,0,dense,0,0,0,1,256000,1.9484,1.7861,2.1106,8.33,6981,6981,90.0,41931.2,66.1,743.5,medium
899,False,serving_cost,11.53912438,7168,57,56,192,56,19456,bf16,bf16,bf16,16,30.838585,30.838585,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,57,none,0,0,dense,0,0,0,1,128256,1.9144,1.7600,2.0688,8.06,21251,2656,159.2,8501.9,8.4,344.5,medium
900,False,serving_cost,11.54319919,8192,47,32,192,32,22016,bf16,bf16,bf16,16,30.56309,30.56309,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,47,none,0,0,dense,0,0,0,1,128256,1.9209,1.7659,2.0758,8.07,15413,3853,155.5,9348.0,16.9,399.4,medium
901,False,serving_cost,11.55434912,14336,13,112,128,8,38272,bf16,fp8,bf16,8,29.002674,29.002674,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,13,none,0,0,dense,0,0,0,1,65536,2.4551,2.1962,2.7140,10.55,9047,9047,106.7,22339.1,62.3,989.9,low
902,False,serving_cost,11.57882346,10240,31,40,192,40,27264,bf16,fp8,bf16,8,31.415316,31.415316,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,31,none,0,0,dense,0,0,0,1,128256,2.0012,1.8373,2.1650,8.19,7579,7579,100.7,31329.7,64.4,869.5,medium
903,False,serving_cost,11.62931256,10240,30,40,192,40,27264,bf16,bf16,bf16,4,30.486651,30.486651,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,30,none,0,0,dense,0,0,0,1,128256,2.0266,1.8561,2.1972,8.41,4944,4944,98.3,34065.5,68.6,848.7,medium
904,False,serving_cost,11.65686695,8192,48,32,192,32,21888,bf16,fp8,bf16,4,33.110622,33.110622,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,48,none,0,0,dense,0,0,0,1,256000,1.9386,1.7772,2.1000,8.33,7086,7086,97.0,37136.9,66.6,791.0,medium
905,False,serving_cost,11.67684632,10240,26,80,192,80,27264,fp8,fp8,bf16,8,31.194358,31.194358,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,26,none,0,0,dense,0,0,0,1,256000,2.0872,1.9107,2.2638,8.46,7392,7392,80.6,47578.7,62.2,815.5,low
906,False,serving_cost,11.70664849,11264,18,176,64,16,30080,bf16,bf16,bf16,4,29.046747,29.046747,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,18,none,0,0,dense,0,0,0,1,256000,2.1966,1.9978,2.3955,9.05,6287,6287,100.3,33335.0,65.4,851.5,low
907,False,serving_cost,11.78034884,10240,25,80,192,80,27264,bf16,fp8,bf16,8,30.196224,30.196224,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,25,none,0,0,dense,0,0,0,1,256000,2.0570,1.8853,2.2287,8.34,6869,6869,84.0,46528.0,62.6,813.0,medium
908,False,serving_cost,11.79820952,6144,70,48,128,16,16384,bf16,bf16,bf16,16,31.332311,31.332311,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,70,none,0,0,dense,0,0,0,1,256000,1.9181,1.7645,2.0717,8.01,28706,3588,166.9,5516.7,8.5,361.5,medium
909,False,serving_cost,11.80274342,7168,47,112,192,112,18944,fp8,fp8,bf16,16,30.600808,30.600808,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,47,none,0,0,dense,0,0,0,1,256000,1.9570,1.7958,2.1182,8.24,15674,3919,138.6,24368.6,14.8,370.6,medium
910,False,serving_cost,11.84816643,8192,49,32,192,32,21888,bf16,fp8,bf16,4,30.592483,30.592483,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,49,none,0,0,dense,0,0,0,1,65536,1.9875,1.8220,2.1530,8.33,6943,6943,99.1,37909.7,61.8,791.6,medium
911,False,serving_cost,11.85260416,9216,31,72,192,72,24576,fp8,fp8,bf16,4,29.970119,29.970119,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,31,none,0,0,dense,0,0,0,1,256000,2.0365,1.8628,2.2101,8.53,7293,7293,83.0,50042.5,59.6,751.7,low
912,False,serving_cost,11.86260390,8192,32,64,128,64,22016,bf16,fp8,bf16,4,30.09885,30.09885,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,32,none,0,0,dense,0,0,0,1,256000,1.9716,1.8082,2.1350,8.29,27878,6969,163.5,6713.6,15.4,420.5,medium
913,False,serving_cost,11.86571268,9216,28,72,128,72,24576,bf16,fp8,bf16,4,29.74652,29.74652,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,28,none,0,0,dense,0,0,0,1,65536,2.0548,1.8834,2.2262,8.34,26275,6569,162.9,6772.8,15.4,428.7,low
914,False,serving_cost,11.87277804,11264,23,88,192,88,30080,bf16,fp8,bf16,4,29.183109,29.183109,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,23,none,0,0,dense,0,0,0,1,65536,2.1440,1.9588,2.3292,8.64,6402,6402,82.7,47689.7,61.0,832.5,low
915,False,serving_cost,11.90755804,7680,51,120,64,1,20480,fp8,fp8,bf16,8,30.623462,30.623462,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,51,none,0,0,dense,0,0,0,1,32000,2.1161,1.9347,2.2976,8.57,6867,6867,78.4,54546.3,60.4,722.5,low
916,False,serving_cost,11.90942823,7168,56,112,64,1,19072,fp8,fp8,bf16,8,32.443744,32.443744,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,56,none,0,0,dense,0,0,0,1,256000,2.0209,1.8478,2.1940,8.56,6958,6958,78.2,55349.4,62.9,701.3,medium
917,False,serving_cost,11.91538936,14336,14,112,192,112,38272,bf16,bf16,bf16,8,27.931058,27.931058,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,14,none,0,0,dense,0,0,0,1,32000,2.4477,2.1997,2.6957,10.13,4771,4771,84.7,42210.0,65.6,950.6,low
918,False,serving_cost,11.92372307,10240,32,40,192,40,27264,bf16,fp8,bf16,8,31.059476,31.059476,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,32,none,0,0,dense,0,0,0,1,65536,2.0362,1.8698,2.2027,8.17,7343,7343,104.1,32370.2,63.7,877.4,medium
919,False,serving_cost,11.94185923,10240,32,40,192,40,27264,bf16,fp8,bf16,8,32.343982,32.343982,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,32,none,0,0,dense,0,0,0,1,128256,1.9934,1.8304,2.1563,8.17,7342,7342,104.2,32381.1,66.1,879.8,medium
920,False,serving_cost,11.95371804,8192,37,64,128,64,21504,fp8,fp8,bf16,8,30.010851,30.010851,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,37,none,0,0,dense,0,0,0,1,32000,2.0683,1.8987,2.2379,8.20,47592,5949,170.9,3866.0,7.4,380.2,low
921,False,serving_cost,11.98652308,10240,31,40,192,40,27264,bf16,bf16,bf16,4,30.130811,30.130811,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,31,none,0,0,dense,0,0,0,1,65536,2.0513,1.8793,2.2233,8.39,4785,4785,101.8,35234.8,68.1,856.4,low
922,False,serving_cost,12.03812994,7168,57,112,64,1,19072,fp8,fp8,bf16,4,32.957561,32.957561,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,57,none,0,0,dense,0,0,0,1,256000,2.0411,1.8619,2.2203,8.78,6836,6836,79.3,56208.8,63.8,691.7,low
923,False,serving_cost,12.08044020,10240,27,80,192,80,27264,fp8,fp8,bf16,8,29.576294,29.576294,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,27,none,0,0,dense,0,0,0,1,128256,2.0637,1.8906,2.2368,8.39,7119,7119,83.9,49469.5,59.7,824.0,medium
924,False,serving_cost,12.11922306,7168,47,112,192,112,18944,bf16,fp8,bf16,16,30.600808,30.600808,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,47,none,0,0,dense,0,0,0,1,256000,1.9136,1.7589,2.0682,8.08,13734,3434,142.7,24815.0,15.5,373.3,medium
925,False,serving_cost,12.12609411,7168,57,112,64,1,19072,fp8,fp8,bf16,8,32.957561,32.957561,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,57,none,0,0,dense,0,0,0,1,256000,2.0204,1.8473,2.1934,8.57,6836,6836,79.7,56394.4,63.8,706.0,medium
926,False,serving_cost,12.16617468,7168,48,112,192,112,18944,fp8,fp8,bf16,16,31.173804,31.173804,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,48,none,0,0,dense,0,0,0,1,256000,1.9557,1.7946,2.1168,8.24,15348,3837,142.9,25014.9,15.1,376.3,medium
927,False,serving_cost,12.21693848,10240,27,40,192,40,27264,bf16,bf16,bf16,8,30.316851,30.316851,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,27,none,0,0,dense,0,0,0,1,256000,2.0298,1.8622,2.1974,8.26,5492,5492,112.4,30699.6,68.0,852.9,medium
928,False,serving_cost,12.30486266,10240,33,40,192,40,27264,bf16,fp8,bf16,8,33.272648,33.272648,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,33,none,0,0,dense,0,0,0,1,128256,1.9862,1.8241,2.1483,8.16,7120,7120,107.7,33433.9,67.7,890.0,medium
929,False,serving_cost,12.31129060,7168,57,112,64,1,19072,fp8,fp8,bf16,16,32.957561,32.957561,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,57,none,0,0,dense,0,0,0,1,256000,2.0185,1.8459,2.1911,8.55,6836,6836,80.7,56744.0,63.8,734.5,medium
930,False,serving_cost,12.31903508,14336,13,112,192,112,38272,bf16,bf16,bf16,16,28.761371,28.761371,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,13,none,0,0,dense,0,0,0,1,128256,2.3987,2.1482,2.6492,10.44,5137,5137,94.6,39271.7,66.9,963.9,medium
931,False,serving_cost,12.33124588,10240,27,80,192,80,27264,bf16,fp8,bf16,4,29.576294,29.576294,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,27,none,0,0,dense,0,0,0,1,128256,2.0410,1.8684,2.2136,8.46,6362,6362,87.9,50123.4,61.3,800.1,medium
932,False,serving_cost,12.34353860,6656,64,104,64,1,17792,fp8,fp8,bf16,8,31.871271,31.871271,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,64,none,0,0,dense,0,0,0,1,256000,2.0245,1.8510,2.1980,8.57,6808,6808,81.5,58228.7,61.7,685.7,medium
933,False,serving_cost,12.41178271,7168,53,56,128,1,19072,bf16,bf16,bf16,8,30.950922,30.950922,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,53,none,0,0,dense,0,0,0,1,256000,1.9471,1.7853,2.1090,8.31,5210,5210,104.1,41978.5,67.5,742.3,medium
934,False,serving_cost,12.43596750,7168,59,112,64,1,19072,fp8,fp8,bf16,4,31.254702,31.254702,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,59,none,0,0,dense,0,0,0,1,65536,2.0913,1.9077,2.2750,8.78,6605,6605,82.3,58259.1,61.2,698.0,low
935,False,serving_cost,12.44185803,9216,31,72,192,72,24576,bf16,fp8,bf16,4,29.970119,29.970119,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,31,none,0,0,dense,0,0,0,1,256000,1.9930,1.8261,2.1599,8.37,6530,6530,90.4,50931.5,61.7,760.0,medium
936,False,serving_cost,12.49104069,7168,48,112,192,112,18944,bf16,fp8,bf16,16,31.173804,31.173804,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,48,none,0,0,dense,0,0,0,1,256000,1.9123,1.7577,2.0668,8.08,13448,3362,147.2,25472.0,15.8,379.0,medium
937,False,serving_cost,12.53057251,7168,49,112,192,112,18944,fp8,fp8,bf16,16,31.7468,31.7468,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,49,none,0,0,dense,0,0,0,1,256000,1.9544,1.7934,2.1154,8.24,15035,3759,147.3,25662.6,15.3,381.9,medium
938,False,serving_cost,12.53723810,13824,10,216,192,216,36864,bf16,bf16,bf16,4,27.40055,27.40055,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,10,none,0,0,dense,0,0,0,1,256000,2.5631,2.2576,2.8687,11.92,5347,5347,85.0,51947.9,63.1,835.8,low
939,False,serving_cost,12.55090861,9216,31,72,192,72,24576,fp8,fp8,bf16,8,29.970119,29.970119,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,31,none,0,0,dense,0,0,0,1,256000,2.0157,1.8483,2.1830,8.30,7293,7293,91.7,50372.1,59.6,786.5,medium
940,False,serving_cost,12.59449059,13824,10,216,192,216,36864,bf16,bf16,bf16,8,27.40055,27.40055,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,10,none,0,0,dense,0,0,0,1,256000,2.5422,2.2432,2.8413,11.76,5347,5347,85.2,52038.7,63.1,847.1,medium
941,False,serving_cost,12.61417170,14336,11,112,128,112,37888,fp8,fp8,bf16,16,27.885097,27.885097,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,11,none,0,0,dense,0,0,0,1,32000,2.6353,2.3325,2.9381,11.49,67381,8423,180.3,2340.4,7.3,413.7,low
942,False,serving_cost,12.63003138,13824,13,216,64,36,36864,bf16,fp8,bf16,4,29.217881,29.217881,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,13,none,0,0,dense,0,0,0,1,128256,2.4216,2.1651,2.6782,10.59,8731,8731,114.9,28657.0,62.6,974.3,low
943,False,serving_cost,12.64710622,7168,47,112,192,112,18944,bf16,bf16,bf16,16,30.600808,30.600808,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,47,none,0,0,dense,0,0,0,1,256000,1.9098,1.7558,2.0638,8.06,11483,2871,149.7,25530.2,16.6,377.7,medium
944,False,serving_cost,12.64867901,6144,83,48,128,1,16384,fp8,fp8,bf16,4,32.268325,32.268325,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,83,none,0,0,dense,0,0,0,1,65536,2.0913,1.9082,2.2744,8.76,6915,6915,97.5,50091.4,62.4,700.9,low
